"uid","Name (greeting)","Name (survey)","E-mail","elso_szintu_szegmentacio_a","elso_szintu_szegmentacio_b","Department","Hierarchy level","mukodesi_terulet","iranyitasi_szint","Questionnaire language"
"resp2741","resp2741","resp2741","resp2741@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","E","nyugati régió","Üzleti irányítás","Hungarian (formal)"
"resp2742","resp2742","resp2742","resp2742@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","keleti régió","Végrehajtás","Hungarian (formal)"
"resp2743","resp2743","resp2743","resp2743@example.com","gazdálkodás","GAZDASÁGI VIGH","Beszerzési Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2744","resp2744","resp2744","resp2744@example.com","üzlet","VÁLLALATI VIGH","Csomag Termékmenedzsment Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp2745","resp2745","resp2745","resp2745@example.com","üzlet","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","E","keleti régió","Végrehajtás","Hungarian (formal)"
"resp2746","resp2746","resp2746","resp2746@example.com","HR","Humánerőforrás FŐIG","Humán Erőforrás Szolgáltató Kp.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2747","resp2747","resp2747","resp2747@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2748","resp2748","resp2748","resp2748@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","nyugati régió","Szolgáltatás","Hungarian (formal)"
"resp2749","resp2749","resp2749","resp2749@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","központi régió","Végrehajtás","Hungarian (formal)"
"resp2750","resp2750","resp2750","resp2750@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2751","resp2751","resp2751","resp2751@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","E","központi régió","Üzleti irányítás","Hungarian (formal)"
"resp2752","resp2752","resp2752","resp2752@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp2753","resp2753","resp2753","resp2753@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2754","resp2754","resp2754","resp2754@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2755","resp2755","resp2755","resp2755@example.com","HR","Humánerőforrás FŐIG","Humán Erőforrás Szolgáltató Kp.","E","központi régió","Szolgáltatás","Hungarian (formal)"
"resp2756","resp2756","resp2756","resp2756@example.com","üzlet","OPERÁCIÓS VIGH","Hírlap Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp2757","resp2757","resp2757","resp2757@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","nyugati régió","Üzleti irányítás","Hungarian (formal)"
"resp2758","resp2758","resp2758","resp2758@example.com","üzlet","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","E","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp2759","resp2759","resp2759","resp2759@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","MM","keleti régió","Végrehajtás","Hungarian (formal)"
"resp2760","resp2760","resp2760","resp2760@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","központi régió","Végrehajtás","Hungarian (formal)"
"resp2761","resp2761","resp2761","resp2761@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp2762","resp2762","resp2762","resp2762@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp2763","resp2763","resp2763","resp2763@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","TL","keleti régió","Végrehajtás","Hungarian (formal)"
"resp2764","resp2764","resp2764","resp2764@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp2765","resp2765","resp2765","resp2765@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp2766","resp2766","resp2766","resp2766@example.com","üzlet","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","E","keleti régió","Végrehajtás","Hungarian (formal)"
"resp2767","resp2767","resp2767","resp2767@example.com","gazdálkodás","GAZDASÁGI VIGH","GAZDASÁGI VIGH közvetlen","E","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp2768","resp2768","resp2768","resp2768@example.com","HR","Humánerőforrás FŐIG","Humán Erőforrás Szolgáltató Kp.","E","keleti régió","Szolgáltatás","Hungarian (formal)"
"resp2769","resp2769","resp2769","resp2769@example.com","biztonság","-","Biztonsági Főigazgatóság","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2770","resp2770","resp2770","resp2770@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","központi régió","Végrehajtás","Hungarian (formal)"
"resp2771","resp2771","resp2771","resp2771@example.com","ellenőrzés","Ellenőrzési IG","Működésellenőrzési Kp.","E","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp2772","resp2772","resp2772","resp2772@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","TL","keleti régió","Végrehajtás","Hungarian (formal)"
"resp2773","resp2773","resp2773","resp2773@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp2774","resp2774","resp2774","resp2774@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp2775","resp2775","resp2775","resp2775@example.com","üzlet","LAKOSSÁGI VIGH","Posta Elszámoló Kp.","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2776","resp2776","resp2776","resp2776@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","MM","keleti régió","Végrehajtás","Hungarian (formal)"
"resp2777","resp2777","resp2777","resp2777@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","TL","keleti régió","Végrehajtás","Hungarian (formal)"
"resp2778","resp2778","resp2778","resp2778@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2779","resp2779","resp2779","resp2779@example.com","üzlet","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","E","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp2780","resp2780","resp2780","resp2780@example.com","gazdálkodás","OPERÁCIÓS VIGH","Társasági Szolgáltatások Ig.","E","keleti régió","Szolgáltatás","Hungarian (formal)"
"resp2781","resp2781","resp2781","resp2781@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","TL","keleti régió","Végrehajtás","Hungarian (formal)"
"resp2782","resp2782","resp2782","resp2782@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp2783","resp2783","resp2783","resp2783@example.com","üzlet","LAKOSSÁGI VIGH","Ügyfélszolgálati Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp2784","resp2784","resp2784","resp2784@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","MM","keleti régió","Végrehajtás","Hungarian (formal)"
"resp2785","resp2785","resp2785","resp2785@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2786","resp2786","resp2786","resp2786@example.com","HR","Humánerőforrás FŐIG","Humán Erőforrás Szolgáltató Kp.","E","központi régió","Szolgáltatás","Hungarian (formal)"
"resp2787","resp2787","resp2787","resp2787@example.com","HR","Humánerőforrás FŐIG","Humán Erőforrás Szolgáltató Kp.","E","keleti régió","Szolgáltatás","Hungarian (formal)"
"resp2788","resp2788","resp2788","resp2788@example.com","HR","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","E","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp2789","resp2789","resp2789","resp2789@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2790","resp2790","resp2790","resp2790@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","TL","keleti régió","Végrehajtás","Hungarian (formal)"
"resp2791","resp2791","resp2791","resp2791@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp2792","resp2792","resp2792","resp2792@example.com","üzlet","LAKOSSÁGI VIGH","Ügyfélszolgálati Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp2793","resp2793","resp2793","resp2793@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","MM","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp2794","resp2794","resp2794","resp2794@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2795","resp2795","resp2795","resp2795@example.com","hálózat","LAKOSSÁGI VIGH","Hálózati Ig. közvetlen","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp2796","resp2796","resp2796","resp2796@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","központi régió","Végrehajtás","Hungarian (formal)"
"resp2797","resp2797","resp2797","resp2797@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp2798","resp2798","resp2798","resp2798@example.com","üzlet","VÁLLALATI VIGH","Vállalati Értékesítési Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp2799","resp2799","resp2799","resp2799@example.com","üzlet","-","Marketingkommunikációs Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2800","resp2800","resp2800","resp2800@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","E","nyugati régió","Üzleti irányítás","Hungarian (formal)"
"resp2801","resp2801","resp2801","resp2801@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp2802","resp2802","resp2802","resp2802@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","központi régió","Végrehajtás","Hungarian (formal)"
"resp2803","resp2803","resp2803","resp2803@example.com","üzlet","LAKOSSÁGI VIGH","Ügyfélszolgálati Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp2804","resp2804","resp2804","resp2804@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Üzleti irányítás","Hungarian (formal)"
"resp2805","resp2805","resp2805","resp2805@example.com","törzskari","-","Társasági Kommunikációs Osztály","E","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp2806","resp2806","resp2806","resp2806@example.com","gazdálkodás","OPERÁCIÓS VIGH","Társasági Szolgáltatások Ig.","E","nyugati régió","Szolgáltatás","Hungarian (formal)"
"resp2807","resp2807","resp2807","resp2807@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2808","resp2808","resp2808","resp2808@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","E","nyugati régió","Üzleti irányítás","Hungarian (formal)"
"resp2809","resp2809","resp2809","resp2809@example.com","gazdálkodás","GAZDASÁGI VIGH","Pénzügyi és Számviteli Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2810","resp2810","resp2810","resp2810@example.com","gazdálkodás","GAZDASÁGI VIGH","Forrásallokációs Ig.","E","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp2811","resp2811","resp2811","resp2811@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","keleti régió","Végrehajtás","Hungarian (formal)"
"resp2812","resp2812","resp2812","resp2812@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2813","resp2813","resp2813","resp2813@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp2814","resp2814","resp2814","resp2814@example.com","gazdálkodás","OPERÁCIÓS VIGH","Társasági Szolgáltatások Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2815","resp2815","resp2815","resp2815@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp2816","resp2816","resp2816","resp2816@example.com","gazdálkodás","GAZDASÁGI VIGH","Pénzügyi és Számviteli Ig.","MM","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2817","resp2817","resp2817","resp2817@example.com","üzlet","VÁLLALATI VIGH","Vállalati Értékesítési Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp2818","resp2818","resp2818","resp2818@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2819","resp2819","resp2819","resp2819@example.com","üzlet","LAKOSSÁGI VIGH","Ügyfélszolgálati Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp2820","resp2820","resp2820","resp2820@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2821","resp2821","resp2821","resp2821@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","nyugati régió","Üzleti irányítás","Hungarian (formal)"
"resp2822","resp2822","resp2822","resp2822@example.com","gazdálkodás","OPERÁCIÓS VIGH","Társasági Szolgáltatások Ig.","E","nyugati régió","Szolgáltatás","Hungarian (formal)"
"resp2823","resp2823","resp2823","resp2823@example.com","gazdálkodás","GAZDASÁGI VIGH","Pénzügyi és Számviteli Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2824","resp2824","resp2824","resp2824@example.com","hálózat","LAKOSSÁGI VIGH","Hálózati Ig. közvetlen","TM","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp2825","resp2825","resp2825","resp2825@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp2826","resp2826","resp2826","resp2826@example.com","HR","LAKOSSÁGI VIGH","Kp.i Területi Ig.","E","központi régió","Végrehajtás","Hungarian (formal)"
"resp2827","resp2827","resp2827","resp2827@example.com","üzlet","LAKOSSÁGI VIGH","Posta Elszámoló Kp.","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2828","resp2828","resp2828","resp2828@example.com","üzlet","LAKOSSÁGI VIGH","Pénzforgalmi Értékesítési Ig.","MM","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp2829","resp2829","resp2829","resp2829@example.com","gazdálkodás","GAZDASÁGI VIGH","Beszerzési Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2830","resp2830","resp2830","resp2830@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","E","nyugati régió","Üzleti irányítás","Hungarian (formal)"
"resp2831","resp2831","resp2831","resp2831@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","MM","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2832","resp2832","resp2832","resp2832@example.com","gazdálkodás","GAZDASÁGI VIGH","Forrásallokációs Ig.","TL","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp2833","resp2833","resp2833","resp2833@example.com","gazdálkodás","GAZDASÁGI VIGH","Pénzügyi és Számviteli Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
